['0', 'registered', 'signal', 'handlers', 'for', '[term', 'hup', 'int]', ['registered', 'signal', 'handlers', 'for', '[term', 'hup', 'int]'], 'E0']
['223', 'finished', 'task', '4.0', 'in', 'stage', '4.0', '(tid', '199).', '2138', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['248', 'finished', 'task', '0.0', 'in', 'stage', '5.0', '(tid', '206).', '2198', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['249', 'finished', 'task', '3.0', 'in', 'stage', '5.0', '(tid', '238).', '2198', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['250', 'finished', 'task', '2.0', 'in', 'stage', '5.0', '(tid', '231).', '2198', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['251', 'finished', 'task', '4.0', 'in', 'stage', '5.0', '(tid', '239).', '2198', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['252', 'finished', 'task', '1.0', 'in', 'stage', '5.0', '(tid', '220).', '2272', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['277', 'finished', 'task', '0.0', 'in', 'stage', '6.0', '(tid', '247).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['278', 'finished', 'task', '3.0', 'in', 'stage', '6.0', '(tid', '278).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['279', 'finished', 'task', '2.0', 'in', 'stage', '6.0', '(tid', '273).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['280', 'finished', 'task', '4.0', 'in', 'stage', '6.0', '(tid', '279).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['281', 'finished', 'task', '1.0', 'in', 'stage', '6.0', '(tid', '261).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['321', 'finished', 'task', '0.0', 'in', 'stage', '7.0', '(tid', '285).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['322', 'finished', 'task', '3.0', 'in', 'stage', '7.0', '(tid', '318).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['323', 'finished', 'task', '4.0', 'in', 'stage', '7.0', '(tid', '319).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['324', 'finished', 'task', '1.0', 'in', 'stage', '7.0', '(tid', '299).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['325', 'finished', 'task', '2.0', 'in', 'stage', '7.0', '(tid', '312).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['350', 'finished', 'task', '0.0', 'in', 'stage', '8.0', '(tid', '321).', '2141', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['351', 'finished', 'task', '2.0', 'in', 'stage', '8.0', '(tid', '349).', '2141', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['352', 'finished', 'task', '4.0', 'in', 'stage', '8.0', '(tid', '359).', '2141', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['353', 'finished', 'task', '3.0', 'in', 'stage', '8.0', '(tid', '358).', '2141', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['354', 'finished', 'task', '1.0', 'in', 'stage', '8.0', '(tid', '335).', '2111', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['379', 'finished', 'task', '0.0', 'in', 'stage', '9.0', '(tid', '360).', '2239', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['380', 'finished', 'task', '2.0', 'in', 'stage', '9.0', '(tid', '388).', '2239', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['381', 'finished', 'task', '3.0', 'in', 'stage', '9.0', '(tid', '398).', '2239', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['382', 'finished', 'task', '1.0', 'in', 'stage', '9.0', '(tid', '374).', '2298', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['383', 'finished', 'task', '4.0', 'in', 'stage', '9.0', '(tid', '399).', '2239', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['408', 'finished', 'task', '3.0', 'in', 'stage', '10.0', '(tid', '438).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['409', 'finished', 'task', '0.0', 'in', 'stage', '10.0', '(tid', '402).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['410', 'finished', 'task', '4.0', 'in', 'stage', '10.0', '(tid', '439).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['411', 'finished', 'task', '2.0', 'in', 'stage', '10.0', '(tid', '430).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['412', 'finished', 'task', '1.0', 'in', 'stage', '10.0', '(tid', '416).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['450', 'finished', 'task', '4.0', 'in', 'stage', '11.0', '(tid', '479).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['453', 'finished', 'task', '0.0', 'in', 'stage', '11.0', '(tid', '450).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['454', 'finished', 'task', '3.0', 'in', 'stage', '11.0', '(tid', '478).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['455', 'finished', 'task', '2.0', 'in', 'stage', '11.0', '(tid', '475).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['456', 'finished', 'task', '1.0', 'in', 'stage', '11.0', '(tid', '464).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['481', 'finished', 'task', '0.0', 'in', 'stage', '12.0', '(tid', '480).', '2155', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['482', 'finished', 'task', '3.0', 'in', 'stage', '12.0', '(tid', '518).', '2155', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['483', 'finished', 'task', '4.0', 'in', 'stage', '12.0', '(tid', '519).', '2155', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['484', 'finished', 'task', '1.0', 'in', 'stage', '12.0', '(tid', '494).', '2105', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['485', 'finished', 'task', '2.0', 'in', 'stage', '12.0', '(tid', '508).', '2155', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['510', 'finished', 'task', '0.0', 'in', 'stage', '13.0', '(tid', '528).', '2256', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['511', 'finished', 'task', '4.0', 'in', 'stage', '13.0', '(tid', '559).', '2241', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['512', 'finished', 'task', '2.0', 'in', 'stage', '13.0', '(tid', '553).', '2241', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['513', 'finished', 'task', '1.0', 'in', 'stage', '13.0', '(tid', '542).', '2241', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['514', 'finished', 'task', '3.0', 'in', 'stage', '13.0', '(tid', '558).', '2257', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['539', 'finished', 'task', '3.0', 'in', 'stage', '14.0', '(tid', '598).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['540', 'finished', 'task', '2.0', 'in', 'stage', '14.0', '(tid', '590).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['541', 'finished', 'task', '0.0', 'in', 'stage', '14.0', '(tid', '562).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['542', 'finished', 'task', '4.0', 'in', 'stage', '14.0', '(tid', '599).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['543', 'finished', 'task', '1.0', 'in', 'stage', '14.0', '(tid', '576).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['582', 'finished', 'task', '1.0', 'in', 'stage', '15.0', '(tid', '626).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['584', 'finished', 'task', '3.0', 'in', 'stage', '15.0', '(tid', '638).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['585', 'finished', 'task', '4.0', 'in', 'stage', '15.0', '(tid', '639).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['586', 'finished', 'task', '2.0', 'in', 'stage', '15.0', '(tid', '636).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['587', 'finished', 'task', '0.0', 'in', 'stage', '15.0', '(tid', '612).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['612', 'finished', 'task', '2.0', 'in', 'stage', '16.0', '(tid', '671).', '2163', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['613', 'finished', 'task', '3.0', 'in', 'stage', '16.0', '(tid', '678).', '2151', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['614', 'finished', 'task', '4.0', 'in', 'stage', '16.0', '(tid', '679).', '2163', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['615', 'finished', 'task', '0.0', 'in', 'stage', '16.0', '(tid', '643).', '2151', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['616', 'finished', 'task', '1.0', 'in', 'stage', '16.0', '(tid', '657).', '2163', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['641', 'finished', 'task', '4.0', 'in', 'stage', '17.0', '(tid', '719).', '2156', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['642', 'finished', 'task', '0.0', 'in', 'stage', '17.0', '(tid', '692).', '2156', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['643', 'finished', 'task', '2.0', 'in', 'stage', '17.0', '(tid', '716).', '2156', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['644', 'finished', 'task', '3.0', 'in', 'stage', '17.0', '(tid', '718).', '2156', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['645', 'finished', 'task', '1.0', 'in', 'stage', '17.0', '(tid', '706).', '2156', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['669', 'finished', 'task', '4.0', 'in', 'stage', '18.0', '(tid', '759).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['670', 'finished', 'task', '0.0', 'in', 'stage', '18.0', '(tid', '722).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['671', 'finished', 'task', '3.0', 'in', 'stage', '18.0', '(tid', '758).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['672', 'finished', 'task', '1.0', 'in', 'stage', '18.0', '(tid', '736).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['674', 'finished', 'task', '2.0', 'in', 'stage', '18.0', '(tid', '750).', '2087', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['710', 'finished', 'task', '0.0', 'in', 'stage', '19.0', '(tid', '762).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['713', 'finished', 'task', '3.0', 'in', 'stage', '19.0', '(tid', '798).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['714', 'finished', 'task', '4.0', 'in', 'stage', '19.0', '(tid', '799).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['717', 'finished', 'task', '1.0', 'in', 'stage', '19.0', '(tid', '776).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['718', 'finished', 'task', '2.0', 'in', 'stage', '19.0', '(tid', '789).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['743', 'finished', 'task', '4.0', 'in', 'stage', '20.0', '(tid', '839).', '2076', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['744', 'finished', 'task', '3.0', 'in', 'stage', '20.0', '(tid', '838).', '2076', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['745', 'finished', 'task', '0.0', 'in', 'stage', '20.0', '(tid', '807).', '2076', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['746', 'finished', 'task', '1.0', 'in', 'stage', '20.0', '(tid', '821).', '2076', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['747', 'finished', 'task', '2.0', 'in', 'stage', '20.0', '(tid', '833).', '2076', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['771', 'finished', 'task', '0.0', 'in', 'stage', '21.0', '(tid', '853).', '2348', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['773', 'finished', 'task', '1.0', 'in', 'stage', '21.0', '(tid', '867).', '2333', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['774', 'finished', 'task', '3.0', 'in', 'stage', '21.0', '(tid', '878).', '2333', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['775', 'finished', 'task', '4.0', 'in', 'stage', '21.0', '(tid', '879).', '2333', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['776', 'finished', 'task', '2.0', 'in', 'stage', '21.0', '(tid', '877).', '2333', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['814', 'finished', 'task', '0.0', 'in', 'stage', '22.0', '(tid', '886).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['817', 'finished', 'task', '1.0', 'in', 'stage', '22.0', '(tid', '900).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['818', 'finished', 'task', '2.0', 'in', 'stage', '22.0', '(tid', '912).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['819', 'finished', 'task', '4.0', 'in', 'stage', '22.0', '(tid', '919).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['820', 'finished', 'task', '3.0', 'in', 'stage', '22.0', '(tid', '918).', '2667', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['845', 'finished', 'task', '0.0', 'in', 'stage', '23.0', '(tid', '926).', '2211', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['846', 'finished', 'task', '2.0', 'in', 'stage', '23.0', '(tid', '951).', '2223', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['847', 'finished', 'task', '3.0', 'in', 'stage', '23.0', '(tid', '958).', '2223', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
['848', 'finished', 'task', '4.0', 'in', 'stage', '23.0', '(tid', '959).', '2223', 'bytes', 'result', 'sent', 'to', 'driver', ['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver'], 'E33']
