LineId,Date,Time,Level,Component,Content,template,template_num
894,2016-09-28,04:30:52,Info,CBS,"Read out cached package applicability for package: Package_for_KB3004361~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
895,2016-09-28,04:30:52,Info,CBS,Session: 30546174_177047133 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
896,2016-09-28,04:30:52,Info,CBS,"Read out cached package applicability for package: Package_for_KB3108371~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
897,2016-09-28,04:30:52,Info,CBS,Session: 30546174_177107136 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
898,2016-09-28,04:30:52,Info,CBS,"Read out cached package applicability for package: Package_for_KB2892074~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
899,2016-09-28,04:30:52,Info,CBS,Session: 30546174_177417154 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
900,2016-09-28,04:30:52,Info,CBS,"Read out cached package applicability for package: Package_for_KB2973351~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
901,2016-09-28,04:30:52,Info,CBS,Session: 30546174_179617280 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
902,2016-09-28,04:30:52,Info,CBS,"Read out cached package applicability for package: Package_for_KB2729094~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
903,2016-09-28,04:30:52,Info,CBS,Session: 30546174_179737287 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
904,2016-09-28,04:30:52,Info,CBS,"Read out cached package applicability for package: Package_for_KB2511455~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
905,2016-09-28,04:30:52,Info,CBS,Session: 30546174_179777289 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
906,2016-09-28,04:30:52,Info,CBS,"Read out cached package applicability for package: Package_for_KB2564958~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
907,2016-09-28,04:30:52,Info,CBS,Session: 30546174_179827292 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
908,2016-09-28,04:30:52,Info,CBS,"Read out cached package applicability for package: Package_for_KB3045685~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
909,2016-09-28,04:30:52,Info,CBS,Session: 30546174_179897296 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
910,2016-09-28,04:30:52,Info,CBS,"Read out cached package applicability for package: Package_for_KB2836943~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 80, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
911,2016-09-28,04:30:52,Info,CBS,Session: 30546174_180077306 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
912,2016-09-28,04:30:52,Info,CBS,"Read out cached package applicability for package: Package_for_KB2698365~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
913,2016-09-28,04:30:52,Info,CBS,Session: 30546174_180217314 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
914,2016-09-28,04:30:52,Info,CBS,Session: 30546174_180377324 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
915,2016-09-28,04:30:52,Info,CBS,"Read out cached package applicability for package: Package_for_KB3031432~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
916,2016-09-28,04:30:52,Info,CBS,Session: 30546174_181797405 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
917,2016-09-28,04:30:53,Info,CBS,"Read out cached package applicability for package: Package_for_KB3004375~31bf3856ad364e35~amd64~~6.1.3.1, ApplicableState: 112, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
918,2016-09-28,04:30:53,Info,CBS,Session: 30546174_184807577 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
919,2016-09-28,04:30:53,Info,CBS,"Read out cached package applicability for package: Package_for_KB2928120~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 0, CurrentState:0","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
920,2016-09-28,04:30:53,Info,CBS,Session: 30546174_185287604 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
921,2016-09-28,04:30:53,Info,CBS,"Read out cached package applicability for package: Package_for_KB3087039~31bf3856ad364e35~amd64~~6.1.1.4, ApplicableState: 80, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
922,2016-09-28,04:30:53,Info,CBS,Session: 30546174_185317606 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
923,2016-09-28,04:30:53,Info,CBS,"Read out cached package applicability for package: Package_for_KB2736422~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
924,2016-09-28,04:30:53,Info,CBS,Session: 30546174_185407611 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
925,2016-09-28,04:30:53,Info,CBS,"Read out cached package applicability for package: Package_for_KB3156019~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
926,2016-09-28,04:30:53,Info,CBS,Session: 30546174_185487616 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
927,2016-09-28,04:30:53,Info,CBS,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
928,2016-09-28,04:30:53,Info,CBS,Session: 30546174_186107651 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
929,2016-09-28,04:30:53,Info,CBS,"Read out cached package applicability for package: Package_for_KB2862152~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
930,2016-09-28,04:30:53,Info,CBS,Session: 30546174_186137653 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
931,2016-09-28,04:30:53,Info,CBS,"Read out cached package applicability for package: Package_for_KB2852386~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
932,2016-09-28,04:30:53,Info,CBS,Session: 30546174_186257660 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
933,2016-09-28,04:30:53,Info,CBS,"Read out cached package applicability for package: Package_for_KB2647753~31bf3856ad364e35~amd64~~6.1.4.0, ApplicableState: 112, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
934,2016-09-28,04:30:53,Info,CBS,Session: 30546174_186297662 initialized by client WindowsUpdateAgent.,"['session:', ' <*>', 'initialized', 'by', 'client', 'windowsupdateagent.']",E42
935,2016-09-28,04:30:53,Info,CBS,"Read out cached package applicability for package: Package_for_KB3177467~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>']",E34
936,2016-09-28,04:32:17,Info,CBS,Failed to create backup log cab. [HRESULT = 0x80070001 - ERROR_INVALID_FUNCTION],"['failed', 'to', 'create', 'backup', 'log', 'cab.', '[hresult', '0x80070001', '-', 'error_invalid_function]']",E38
937,2016-09-28,04:40:53,Info,CBS,Reboot mark refs incremented to: 1,"['reboot', 'mark', 'refs', 'incremented', 'to:', '1']",E43
938,2016-09-28,04:40:53,Info,CBS,Scavenge: Starts,"['scavenge:', 'starts']",E47
939,2016-09-28,04:40:53,Info,CSI,"00000009@2016/9/27:20:40:53.744 CSI Transaction @0x47e9e0 initialized for deployment engine {d16d444c-56d8-11d5-882d-0080c847b195} with flags 00000002 and client id [10]""TI6.0_0:0/""","['00000009@2016/9/27:20:40:53.744', 'csi', 'transaction', '@0x47e9e0', 'initialized', 'for', 'deployment', 'engine', '{d16d444c-56d8-11d5-882d-0080c847b195}', 'with', 'flags', '00000002', 'and', 'client', 'id', '[10]""ti6.0_0:0/""']",E48
940,2016-09-28,04:40:53,Info,CBS,Scavenge: Begin CSI Store,"['scavenge:', 'begin', 'csi', 'store']",E8
941,2016-09-28,04:40:54,Info,CSI,0000000a Performing 1 operations; 1 are not lock/unlock and follow:,"['0000000a', 'performing', '1', 'operations;', '1', 'are', 'not', 'lock/unlock', 'and', 'follow:']",E39
942,2016-09-28,04:40:54,Info,CSI,"0000000b Store coherency cookie matches last scavenge cookie, skipping scavenge.","['0000000b', 'store', 'coherency', 'cookie', 'matches', 'last', 'scavenge', 'cookie', 'skipping', 'scavenge.']",E40
943,2016-09-28,04:40:54,Info,CSI,0000000c ICSITransaction::Commit calling IStorePendingTransaction::Apply - coldpatching=FALSE applyflags=7,"['0000000c', 'icsitransaction::commit', 'calling', 'istorependingtransaction::apply', '-', 'coldpatching', 'false', 'applyflags', '7']",E29
944,2016-09-28,04:40:54,Info,CSI,"0000000d Creating NT transaction (seq 2), objectname [6]""(null)""","[' <*>', 'creating', 'nt', 'transaction', 'objectname', '[6]""""']",E41
945,2016-09-28,04:40:54,Info,CSI,"0000000e Created NT transaction (seq 2) result 0x00000000, handle @0xb8","[' <*>', 'created', 'nt', 'transaction', 'result', '0x00000000', 'handle', ' <*>']",E45
946,2016-09-28,04:40:54,Info,CSI,0000000f@2016/9/27:20:40:54.786 CSI perf trace:,"[' <*>', 'csi', 'perf', 'trace:']",E6
947,2016-09-28,04:40:54,Info,CBS,"Scavenge: Completed, disposition: 0X1","['scavenge:', 'completed', 'disposition:', '0x1']",E9
948,2016-09-28,04:40:54,Info,CSI,00000010@2016/9/27:20:40:54.787 CSI Transaction @0x47e9e0 destroyed,"['00000010@2016/9/27:20:40:54.787', 'csi', 'transaction', '@0x47e9e0', 'destroyed']",E22
949,2016-09-28,04:40:55,Info,CBS,Reboot mark refs: 0,"['reboot', 'mark', 'refs:', '0']",E10
950,2016-09-28,04:40:55,Info,CBS,Idle processing thread terminated normally,"['idle', 'processing', 'thread', 'terminated', 'normally']",E23
951,2016-09-28,04:40:55,Info,CBS,Ending the TrustedInstaller main loop.,"['ending', 'the', 'trustedinstaller', 'main', 'loop.']",E19
952,2016-09-28,04:40:55,Info,CBS,Starting TrustedInstaller finalization.,"['starting', 'trustedinstaller', 'finalization.']",E16
953,2016-09-28,04:40:55,Info,CBS,Ending TrustedInstaller finalization.,"['ending', 'trustedinstaller', 'finalization.']",E17
954,2016-09-29,00:00:44,Info,CBS,Starting TrustedInstaller initialization.,"['starting', 'trustedinstaller', 'initialization.']",E15
955,2016-09-29,00:00:44,Info,CBS,Loaded Servicing Stack v6.1.7601.23505 with Core: C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.23505_none_681aa442f6fed7f0\cbscore.dll,"['loaded', 'servicing', 'stack', 'v6.1.7601.23505', 'with', 'core:', 'c:\\windows\\winsxs\\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.23505_none_681aa442f6fed7f0\\cbscore.dll']",E0
956,2016-09-29,00:00:46,Info,CSI,00000001@2016/9/28:16:00:46.160 WcpInitialize (wcp.dll version 0.0.0.6) called (stack @0x7fed875eb5d @0x7fee5c39b6d @0x7fee5c0358f @0xffeee97c @0xffeed799 @0xffeedb2f),"[' <*>', 'wcpinitialize', 'called']",E4
957,2016-09-29,00:00:46,Info,CSI,00000002@2016/9/28:16:00:46.200 WcpInitialize (wcp.dll version 0.0.0.6) called (stack @0x7fed875eb5d @0x7fee5c86ade @0x7fee5c52984 @0x7fee5c03665 @0xffeee97c @0xffeed799),"[' <*>', 'wcpinitialize', 'called']",E4
958,2016-09-29,00:00:46,Info,CSI,00000003@2016/9/28:16:00:46.213 WcpInitialize (wcp.dll version 0.0.0.6) called (stack @0x7fed875eb5d @0x7fef9d98728 @0x7fef9d98856 @0xffeee474 @0xffeed7de @0xffeedb2f),"[' <*>', 'wcpinitialize', 'called']",E4
959,2016-09-29,00:00:46,Info,CBS,Ending TrustedInstaller initialization.,"['ending', 'trustedinstaller', 'initialization.']",E14
960,2016-09-29,00:00:46,Info,CBS,Starting the TrustedInstaller main loop.,"['starting', 'the', 'trustedinstaller', 'main', 'loop.']",E18
961,2016-09-29,00:00:46,Info,CBS,TrustedInstaller service starts successfully.,"['trustedinstaller', 'service', 'starts', 'successfully.']",E5
962,2016-09-29,00:00:46,Info,CBS,SQM: Initializing online with Windows opt-in: False,"['sqm:', 'initializing', 'online', 'with', 'windows', 'opt-in:', 'false']",E1
963,2016-09-29,00:00:46,Info,CBS,SQM: Cleaning up report files older than 10 days.,"['sqm:', 'cleaning', 'up', 'report', 'files', 'older', 'than', '10', 'days.']",E25
964,2016-09-29,00:00:46,Info,CBS,SQM: Requesting upload of all unsent reports.,"['sqm:', 'requesting', 'upload', 'of', 'all', 'unsent', 'reports.']",E2
965,2016-09-29,00:00:46,Info,CBS,"SQM: Failed to start upload with file pattern: C:\Windows\servicing\sqm\*_std.sqm, flags: 0x2 [HRESULT = 0x80004005 - E_FAIL]","['sqm:', 'failed', 'to', 'start', 'upload', 'with', 'file', 'pattern:', 'c:\\windows\\servicing\\sqm\\*_std.sqm', 'flags:', '0x2', '[hresult', '0x80004005', '-', 'e_fail]']",E31
966,2016-09-29,00:00:46,Info,CBS,SQM: Failed to start standard sample upload. [HRESULT = 0x80004005 - E_FAIL],"['sqm:', 'failed', 'to', 'start', 'standard', 'sample', 'upload.', '[hresult', '0x80004005', '-', 'e_fail]']",E32
967,2016-09-29,00:00:46,Info,CBS,"SQM: Queued 0 file(s) for upload with pattern: C:\Windows\servicing\sqm\*_all.sqm, flags: 0x6","['sqm:', 'queued', '0', 'file', 'for', 'upload', 'with', 'pattern:', 'c:\\windows\\servicing\\sqm\\*_all.sqm', 'flags:', '0x6']",E33
968,2016-09-29,00:00:46,Info,CBS,SQM: Warning: Failed to upload all unsent reports. [HRESULT = 0x80004005 - E_FAIL],"['sqm:', 'warning:', 'failed', 'to', 'upload', 'all', 'unsent', 'reports.', '[hresult', '0x80004005', '-', 'e_fail]']",E35
969,2016-09-29,00:00:46,Info,CBS,"No startup processing required, TrustedInstaller service was not set as autostart, or else a reboot is still pending.","['no', 'startup', 'processing', 'required', 'trustedinstaller', 'service', 'was', 'not', 'set', 'as', 'autostart', 'or', 'else', 'a', 'reboot', 'is', 'still', 'pending.']",E36
970,2016-09-29,00:00:46,Info,CBS,NonStart: Checking to ensure startup processing was not required.,"['nonstart:', 'checking', 'to', 'ensure', 'startup', 'processing', 'was', 'not', 'required.']",E26
971,2016-09-29,00:00:46,Info,CSI,"00000004 IAdvancedInstallerAwareStore_ResolvePendingTransactions (call 1) (flags = 00000004, progress = NULL, phase = 0, pdwDisposition = @0x116fa70","['00000004', 'iadvancedinstallerawarestore_resolvependingtransactions', '(flags', '00000004', 'progress', 'null', 'phase', '0', 'pdwdisposition', ' <*>']",E37
972,2016-09-29,00:00:46,Info,CSI,"00000005 Creating NT transaction (seq 1), objectname [6]""(null)""","[' <*>', 'creating', 'nt', 'transaction', 'objectname', '[6]""""']",E41
973,2016-09-29,00:00:46,Info,CSI,"00000006 Created NT transaction (seq 1) result 0x00000000, handle @0x218","[' <*>', 'created', 'nt', 'transaction', 'result', '0x00000000', 'handle', ' <*>']",E45
974,2016-09-29,00:00:46,Info,CSI,00000007@2016/9/28:16:00:46.260 CSI perf trace:,"[' <*>', 'csi', 'perf', 'trace:']",E6
975,2016-09-29,00:00:46,Info,CBS,"NonStart: Success, startup processing not required as expected.","['nonstart:', 'success', 'startup', 'processing', 'not', 'required', 'as', 'expected.']",E46
976,2016-09-29,00:00:46,Info,CBS,Startup processing thread terminated normally,"['startup', 'processing', 'thread', 'terminated', 'normally']",E20
977,2016-09-29,00:00:46,Info,CBS,"Loading offline registry hive: SOFTWARE, into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SOFTWARE' from path '\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\Windows\System32\config\SOFTWARE'.","['loading', 'offline', 'registry', 'hive:', ' <*>', 'into', 'registry', 'key', ' <*>', 'from', 'path', ""'\\\\"", ' <*>']",E49
978,2016-09-29,00:00:46,Info,CBS,"Loading offline registry hive: SYSTEM, into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SYSTEM' from path '\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\Windows\System32\config\SYSTEM'.","['loading', 'offline', 'registry', 'hive:', ' <*>', 'into', 'registry', 'key', ' <*>', 'from', 'path', ""'\\\\"", ' <*>']",E49
979,2016-09-29,00:00:46,Info,CBS,"Loading offline registry hive: SECURITY, into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SECURITY' from path '\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\Windows\System32\config\SECURITY'.","['loading', 'offline', 'registry', 'hive:', ' <*>', 'into', 'registry', 'key', ' <*>', 'from', 'path', ""'\\\\"", ' <*>']",E49
980,2016-09-29,00:00:46,Info,CBS,"Loading offline registry hive: SAM, into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SAM' from path '\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\Windows\System32\config\SAM'.","['loading', 'offline', 'registry', 'hive:', ' <*>', 'into', 'registry', 'key', ' <*>', 'from', 'path', ""'\\\\"", ' <*>']",E49
981,2016-09-29,00:00:46,Info,CBS,"Loading offline registry hive: COMPONENTS, into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/COMPONENTS' from path '\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\Windows\System32\config\COMPONENTS'.","['loading', 'offline', 'registry', 'hive:', ' <*>', 'into', 'registry', 'key', ' <*>', 'from', 'path', ""'\\\\"", ' <*>']",E49
982,2016-09-29,00:00:46,Info,CBS,"Loading offline registry hive: DEFAULT, into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/DEFAULT' from path '\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\Windows\System32\config\DEFAULT'.","['loading', 'offline', 'registry', 'hive:', ' <*>', 'into', 'registry', 'key', ' <*>', 'from', 'path', ""'\\\\"", ' <*>']",E49
983,2016-09-29,00:00:46,Info,CBS,"Loading offline registry hive: ntuser.dat, into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Users/default/ntuser.dat' from path '\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\Users\default\ntuser.dat'.","['loading', 'offline', 'registry', 'hive:', ' <*>', 'into', 'registry', 'key', ' <*>', 'from', 'path', ""'\\\\"", ' <*>']",E49
984,2016-09-29,00:00:46,Info,CBS,"Loading offline registry hive: schema.dat, into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/system32/smi/store/Machine/schema.dat' from path '\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\Windows\system32\smi\store\Machine\schema.dat'.","['loading', 'offline', 'registry', 'hive:', ' <*>', 'into', 'registry', 'key', ' <*>', 'from', 'path', ""'\\\\"", ' <*>']",E49
985,2016-09-29,00:00:46,Info,CBS,Offline image is: read-only,"['offline', 'image', 'is:', 'read-only']",E11
986,2016-09-29,00:00:46,Info,CBS,"Disabling manifest caching, because the image is not writeable.","['disabling', 'manifest', 'caching', 'because', 'the', 'image', 'is', 'not', 'writeable.']",E30
987,2016-09-29,00:00:46,Info,CSI,00000008@2016/9/28:16:00:46.635 PopulateComponentFamiliesKey - Begin,"['00000008@2016/9/28:16:00:46.635', 'populatecomponentfamilieskey', '-', 'begin']",E12
988,2016-09-29,00:01:03,Info,CSI,00000009@2016/9/28:16:01:03.072 PopulateComponentFamiliesKey - End,"['00000009@2016/9/28:16:01:03.072', 'populatecomponentfamilieskey', '-', 'end']",E13
989,2016-09-29,00:01:03,Info,CSI,0000000a CSI Store 17159600 (0x000000000105d5b0) initialized,"[' <*>', 'csi', 'store', ' <*>', 'initialized']",E21
990,2016-09-29,00:01:03,Info,CBS,Session: 11152_142416105 initialized by client SPP.,"['session:', '11152_142416105', 'initialized', 'by', 'client', 'spp.']",E44
991,2016-09-29,00:01:46,Info,CBS,Warning: Unrecognized packageExtended attribute.,"['warning:', 'unrecognized', 'packageextended', 'attribute.']",E7
992,2016-09-29,00:01:46,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],"['expecting', 'attribute', 'name', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]']",E3
993,2016-09-29,00:01:46,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],"['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]']",E27
994,2016-09-29,00:01:46,Info,CBS,Warning: Unrecognized packageExtended attribute.,"['warning:', 'unrecognized', 'packageextended', 'attribute.']",E7
995,2016-09-29,00:01:46,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],"['expecting', 'attribute', 'name', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]']",E3
996,2016-09-29,00:01:46,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],"['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]']",E27
997,2016-09-29,00:01:46,Info,CBS,Warning: Unrecognized packageExtended attribute.,"['warning:', 'unrecognized', 'packageextended', 'attribute.']",E7
998,2016-09-29,00:01:46,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],"['expecting', 'attribute', 'name', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]']",E3
999,2016-09-29,00:01:46,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],"['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]']",E27
1000,2016-09-29,00:01:46,Info,CBS,Warning: Unrecognized packageExtended attribute.,"['warning:', 'unrecognized', 'packageextended', 'attribute.']",E7
1001,2016-09-29,00:01:46,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],"['expecting', 'attribute', 'name', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]']",E3
1002,2016-09-29,00:01:46,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],"['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]']",E27
1003,2016-09-29,00:01:46,Info,CBS,Warning: Unrecognized packageExtended attribute.,"['warning:', 'unrecognized', 'packageextended', 'attribute.']",E7
1004,2016-09-29,00:01:46,Info,CBS,Warning: Unrecognized packageExtended attribute.,"['warning:', 'unrecognized', 'packageextended', 'attribute.']",E7
1005,2016-09-29,00:01:46,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],"['expecting', 'attribute', 'name', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]']",E3
1006,2016-09-29,00:01:46,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],"['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]']",E27
1007,2016-09-29,00:01:46,Info,CBS,Warning: Unrecognized packageExtended attribute.,"['warning:', 'unrecognized', 'packageextended', 'attribute.']",E7
1008,2016-09-29,00:01:46,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],"['expecting', 'attribute', 'name', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]']",E3
