['0', 'loaded', 'servicing', 'stack', 'v6.1.7601.23505', 'with', 'core:', 'c:\\windows\\winsxs\\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.23505_none_681aa442f6fed7f0\\cbscore.dll', ['loaded', 'servicing', 'stack', 'v6.1.7601.23505', 'with', 'core:', 'c:\\windows\\winsxs\\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.23505_none_681aa442f6fed7f0\\cbscore.dll'], 'E0']
['1453', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3067903~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1455', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3086255~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1457', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3146706~31bf3856ad364e35~amd64~~6.1.1.2', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1459', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3182203~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1461', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3075226~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1463', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3185319~31bf3856ad364e35~amd64~~11.2.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1466', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3033929~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '80', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1468', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2978742~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1470', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3177186~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1472', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3055642~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1474', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3078601~31bf3856ad364e35~amd64~~6.1.1.5', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1476', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3147071~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1478', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3019978~31bf3856ad364e35~amd64~~6.1.1.2', 'applicablestate:', '80', 'currentstate:0', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1480', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2563227~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1482', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3126587~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1484', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2789645~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '80', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1486', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3138901~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1488', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2607047~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '0', 'currentstate:0', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1491', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3011780~31bf3856ad364e35~amd64~~6.1.1.5', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1493', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3170455~31bf3856ad364e35~amd64~~6.1.1.2', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1495', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2891804~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1497', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3156017~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1499', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3084135~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1501', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2560656~31bf3856ad364e35~amd64~~6.1.1.2', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1503', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3184471~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '0', 'currentstate:0', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1505', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3146963~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1507', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2918077~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1509', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2716513~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '80', 'currentstate:0', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1511', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2489256~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '80', 'currentstate:0', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1513', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3138962~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '80', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1515', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2552343~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1517', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3059317~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1519', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2973201~31bf3856ad364e35~amd64~~6.1.1.2', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1521', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3072305~31bf3856ad364e35~amd64~~6.1.1.2', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1523', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3078667~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1525', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3020369~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '80', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1527', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2943357~31bf3856ad364e35~amd64~~6.1.1.3', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1529', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3168965~31bf3856ad364e35~amd64~~6.1.1.2', 'applicablestate:', '80', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1531', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2620704~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1533', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'microsoft-windows-platformupdate-win7-srv08r2-package-toplevel~31bf3856ad364e35~amd64~~7.1.7601.16492', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1535', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2763523~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1537', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3075220~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '80', 'currentstate:0', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1539', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2813347~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1541', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3080446~31bf3856ad364e35~amd64~~6.1.1.2', 'applicablestate:', '80', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1543', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2515325~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '80', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1545', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2957189~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '80', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1547', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2718704~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '80', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1549', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2479943~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1551', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3138612~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1553', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'microsoft-hyper-v-integration-services-package~31bf3856ad364e35~amd64~~6.3.9600.17681', 'applicablestate:', '112', 'currentstate:0', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1555', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3107998~31bf3856ad364e35~amd64~~6.1.1.2', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1557', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3071756~31bf3856ad364e35~amd64~~6.1.1.2', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1559', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2840631~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1561', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2631813~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1563', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2640148~31bf3856ad364e35~amd64~~6.1.2.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1565', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3093513~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1567', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2894844~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1569', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3108670~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1571', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2547666~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1573', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2798162~31bf3856ad364e35~amd64~~6.1.1.5', 'applicablestate:', '80', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1575', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2574819~31bf3856ad364e35~amd64~~6.1.2.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1577', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'microsoft-windows-rdp-blueip-package-toplevel~31bf3856ad364e35~amd64~~7.2.7601.16415', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1579', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2857650~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1581', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3118401~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1583', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2585542~31bf3856ad364e35~amd64~~6.1.1.3', 'applicablestate:', '80', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1585', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2931356~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1587', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2900986~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1589', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2985461~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1591', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3092601~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1593', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2836942~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '80', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1595', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2937610~31bf3856ad364e35~amd64~~6.1.1.3', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1597', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3035126~31bf3856ad364e35~amd64~~6.1.1.2', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1599', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3076895~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '80', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1601', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3021674~31bf3856ad364e35~amd64~~6.1.1.2', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1603', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2919469~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1605', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2823180~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '0', 'currentstate:0', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1607', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2809215~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:0', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1611', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2809900~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '0', 'currentstate:0', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1613', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3150220~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1615', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3175024~31bf3856ad364e35~amd64~~6.1.2.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1617', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3126446~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1619', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2968294~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1621', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb3080079~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1623', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2868626~31bf3856ad364e35~amd64~~6.1.1.2', 'applicablestate:', '80', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1625', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2929733~31bf3856ad364e35~amd64~~6.1.1.0', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
['1627', 'read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', 'package_for_kb2893294~31bf3856ad364e35~amd64~~6.1.1.1', 'applicablestate:', '112', 'currentstate:112', ['read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', ' <*>', 'applicablestate:', ' <*>', ' <*>'], 'E34']
