['0', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1921', 'pv.mini.sohu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1922', 'v.admaster.com.cn:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1925', 'at.mct01.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1926', 'ping.pinyin.sogou.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1928', 'mail.google.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1929', 's2.googleusercontent.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1930', 'www.youtube.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1931', 'r6---sn-i3b7knl6.googlevideo.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1933', 'r18---sn-vgqsenes.googlevideo.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1934', 'r5---sn-i3b7kn7z.googlevideo.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1935', 'r13---sn-vgqsenee.googlevideo.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1938', 'r5---sn-i3b7kn7r.googlevideo.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1939', 'r2---sn-i3b7kn7r.googlevideo.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1944', 'bolt.dropbox.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1947', 'block.dropbox.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1948', 'notifications.google.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1955', 'r8---sn-i3b7knez.googlevideo.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1957', 'yt3.ggpht.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1959', 'www.gstatic.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1961', 'clients1.google.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1962', 'clients5.google.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1963', 'www.google.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1964', 'f-log-extension.grammarly.io:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1965', 'f-log-extension.grammarly.io:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1966', 'd3cv4a9a9wh0bt.cloudfront.net:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1967', 'drive-thirdparty.googleusercontent.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1968', 'www.evernote.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1969', 'drive.google.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1974', 'www.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1975', 's1.bdstatic.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1976', 't12.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1977', 't12.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1979', 'suggestion.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1981', 'xueshu.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1983', 't12.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1984', 'pagead2.googlesyndication.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1985', 'pic01.ishuhui.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1986', 'pic01.ishuhui.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1987', 'tpc.googlesyndication.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1988', 'eclick.baidu.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1990', 'xueshu.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1991', 'fclick.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1992', 'mhfm5.us.cdndm5.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1993', 'mhfm7.us.cdndm5.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1996', 'q1.cnzz.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['224', '183.62.156.108:22', 'open', 'through', 'proxy', 'socks.cse.cuhk.edu.hk:5070', 'socks5', ['183.62.156.108:22', 'open', 'through', 'proxy', 'socks.cse.cuhk.edu.hk:5070', 'socks5'], 'E1']
['1333', '183.62.156.108:22', 'open', 'through', 'proxy', 'socks.cse.cuhk.edu.hk:5070', 'socks5', ['183.62.156.108:22', 'open', 'through', 'proxy', 'socks.cse.cuhk.edu.hk:5070', 'socks5'], 'E1']
['3', 'proxy.cse.cuhk.edu.hk:5070', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:01', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['7', 'proxy.cse.cuhk.edu.hk:5070', 'close', '403', 'bytes', 'sent', '426', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['10', 'proxy.cse.cuhk.edu.hk:5070', 'close', '451', 'bytes', 'sent', '18846', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['11', 'proxy.cse.cuhk.edu.hk:5070', 'close', '445', 'bytes', 'sent', '5174', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['13', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1190', 'bytes', 'sent', '1671', 'bytes', 'received', 'lifetime', '00:02', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['15', 'proxy.cse.cuhk.edu.hk:5070', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['16', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1165', 'bytes', 'sent', '3098', 'bytes', 'received', 'lifetime', '00:01', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['18', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1165', 'bytes', 'sent', '815', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['20', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1165', 'bytes', 'sent', '783', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['21', 'proxy.cse.cuhk.edu.hk:5070', 'close', '850', 'bytes', 'sent', '10547', 'bytes', 'received', 'lifetime', '00:02', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['22', 'proxy.cse.cuhk.edu.hk:5070', 'close', '408', 'bytes', 'sent', '421', 'bytes', 'received', 'lifetime', '00:03', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['23', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1165', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['26', 'proxy.cse.cuhk.edu.hk:5070', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['27', 'proxy.cse.cuhk.edu.hk:5070', 'close', '19904', 'bytes', 'sent', '27629', 'bytes', 'received', 'lifetime', '02:19', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['29', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1118', 'bytes', 'sent', '340', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['32', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1143', 'bytes', 'sent', '365', 'bytes', 'received', 'lifetime', '00:01', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['33', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1093', 'bytes', 'sent', '1006', 'bytes', 'received', 'lifetime', '00:01', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['34', 'proxy.cse.cuhk.edu.hk:5070', 'close', '428', 'bytes', 'sent', '5365', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['37', 'proxy.cse.cuhk.edu.hk:5070', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['38', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1268', 'bytes', 'sent', '6274', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['39', 'proxy.cse.cuhk.edu.hk:5070', 'close', '845', 'bytes', 'sent', '12076', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['46', 'proxy.cse.cuhk.edu.hk:5070', 'close', '431', 'bytes', 'sent', '7896', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['47', 'proxy.cse.cuhk.edu.hk:5070', 'close', '431', 'bytes', 'sent', '9780', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['51', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1590', 'bytes', 'sent', '472', 'bytes', 'received', 'lifetime', '00:01', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['53', 'proxy.cse.cuhk.edu.hk:5070', 'close', '416', 'bytes', 'sent', '10670', 'bytes', 'received', 'lifetime', '00:01', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['54', 'proxy.cse.cuhk.edu.hk:5070', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['56', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1327', 'bytes', 'sent', '3250', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['58', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1107', 'bytes', 'sent', '29322', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['61', 'proxy.cse.cuhk.edu.hk:5070', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:17', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['67', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1133', 'bytes', 'sent', '11393', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['69', 'proxy.cse.cuhk.edu.hk:5070', 'close', '483', 'bytes', 'sent', '342', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['70', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1210', 'bytes', 'sent', '366', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['72', 'proxy.cse.cuhk.edu.hk:5070', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['73', 'proxy.cse.cuhk.edu.hk:5070', 'close', '697', 'bytes', 'sent', '324', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['74', 'proxy.cse.cuhk.edu.hk:5070', 'close', '704', 'bytes', 'sent', '2476', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['75', 'proxy.cse.cuhk.edu.hk:5070', 'close', '7829', 'bytes', 'sent', '578548', 'bytes', 'received', 'lifetime', '00:18', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['76', 'proxy.cse.cuhk.edu.hk:5070', 'close', '3425', 'bytes', 'sent', '212164', 'bytes', 'received', 'lifetime', '00:18', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['77', 'proxy.cse.cuhk.edu.hk:5070', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['83', 'proxy.cse.cuhk.edu.hk:5070', 'close', '934', 'bytes', 'sent', '5869', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['85', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1325', 'bytes', 'sent', '514', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['86', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1293', 'bytes', 'sent', '2439', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['91', 'proxy.cse.cuhk.edu.hk:5070', 'close', '508', 'bytes', 'sent', '29786', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['92', 'proxy.cse.cuhk.edu.hk:5070', 'close', '508', 'bytes', 'sent', '47293', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['93', 'proxy.cse.cuhk.edu.hk:5070', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:01', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['94', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1190', 'bytes', 'sent', '367', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['97', 'proxy.cse.cuhk.edu.hk:5070', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['99', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1293', 'bytes', 'sent', '2247', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['100', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1033', 'bytes', 'sent', '46810', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['101', 'proxy.cse.cuhk.edu.hk:5070', 'close', '2380', 'bytes', 'sent', '678', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['103', 'proxy.cse.cuhk.edu.hk:5070', 'close', '974', 'bytes', 'sent', '9624', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['104', 'proxy.cse.cuhk.edu.hk:5070', 'close', '4512', 'bytes', 'sent', '82166', 'bytes', 'received', 'lifetime', '00:01', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['106', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1119', 'bytes', 'sent', '3210', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['107', 'proxy.cse.cuhk.edu.hk:5070', 'close', '458', 'bytes', 'sent', '1781', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['108', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1188', 'bytes', 'sent', '421', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['109', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1257', 'bytes', 'sent', '421', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['110', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1257', 'bytes', 'sent', '421', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['111', 'proxy.cse.cuhk.edu.hk:5070', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:02', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['114', 'proxy.cse.cuhk.edu.hk:5070', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:02', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['115', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1301', 'bytes', 'sent', '434', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['116', 'proxy.cse.cuhk.edu.hk:5070', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:01', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['117', 'proxy.cse.cuhk.edu.hk:5070', 'close', '1034', 'bytes', 'sent', '17383', 'bytes', 'received', 'lifetime', '00:00', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['118', 'proxy.cse.cuhk.edu.hk:5070', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:04', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
['119', 'proxy.cse.cuhk.edu.hk:5070', 'close', '0', 'bytes', 'sent', '0', 'bytes', 'received', 'lifetime', '00:17', [' <*>', 'close', ' <*>', 'bytes', 'sent', ' <*>', 'bytes', 'received', 'lifetime', ' <*>'], 'E2']
