LineId,Time,Level,Content,template,template_num
1016,Sun Dec 04 20:38:10 2005,notice,jk2_init() Found child 2030 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1017,Sun Dec 04 20:38:10 2005,notice,jk2_init() Found child 2031 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1018,Sun Dec 04 20:38:11 2005,notice,jk2_init() Found child 2032 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1019,Sun Dec 04 20:38:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1020,Sun Dec 04 20:38:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1021,Sun Dec 04 20:38:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1022,Sun Dec 04 20:38:14 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1023,Sun Dec 04 20:38:14 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1024,Sun Dec 04 20:38:14 2005,error,mod_jk child workerEnv in error state 7,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1025,Sun Dec 04 20:41:12 2005,notice,jk2_init() Found child 2042 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1026,Sun Dec 04 20:41:47 2005,notice,jk2_init() Found child 2045 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1027,Sun Dec 04 20:42:42 2005,notice,jk2_init() Found child 2051 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1028,Sun Dec 04 20:44:29 2005,notice,jk2_init() Found child 2059 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1029,Sun Dec 04 20:44:29 2005,notice,jk2_init() Found child 2060 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1030,Sun Dec 04 20:44:30 2005,notice,jk2_init() Found child 2061 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1031,Sun Dec 04 20:47:16 2005,notice,jk2_init() Found child 2081 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1032,Sun Dec 04 20:47:16 2005,error,jk2_init() Can't find child 2082 in scoreboard,"['jk2_init()', ""can't"", 'find', 'child', ' <*>', 'in', 'scoreboard']",E2
1033,Sun Dec 04 20:47:16 2005,notice,jk2_init() Found child 2083 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1034,Sun Dec 04 20:47:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1035,Sun Dec 04 20:47:16 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1036,Sun Dec 04 20:47:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1037,Sun Dec 04 20:47:16 2005,error,mod_jk child init 1 -2,"['mod_jk', 'child', 'init', '1', '-2']",E5
1038,Sun Dec 04 20:47:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1039,Sun Dec 04 20:47:16 2005,error,mod_jk child workerEnv in error state 9,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1040,Sun Dec 04 20:47:17 2005,error,jk2_init() Can't find child 2085 in scoreboard,"['jk2_init()', ""can't"", 'find', 'child', ' <*>', 'in', 'scoreboard']",E2
1041,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1042,Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,"['mod_jk', 'child', 'init', '1', '-2']",E5
1043,Sun Dec 04 20:47:17 2005,error,jk2_init() Can't find child 2086 in scoreboard,"['jk2_init()', ""can't"", 'find', 'child', ' <*>', 'in', 'scoreboard']",E2
1044,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1045,Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,"['mod_jk', 'child', 'init', '1', '-2']",E5
1046,Sun Dec 04 20:47:17 2005,error,jk2_init() Can't find child 2087 in scoreboard,"['jk2_init()', ""can't"", 'find', 'child', ' <*>', 'in', 'scoreboard']",E2
1047,Sun Dec 04 20:47:17 2005,notice,jk2_init() Found child 2084 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1048,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1049,Sun Dec 04 20:47:17 2005,error,mod_jk child workerEnv in error state 7,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1050,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1051,Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,"['mod_jk', 'child', 'init', '1', '-2']",E5
1052,Mon Dec 05 01:04:31 2005,error,[client 218.62.18.218] Directory index forbidden by rule: /var/www/html/,"['[client', ' <*>', 'directory', 'index', 'forbidden', 'by', 'rule:', '/var/www/html/']",E4
1053,Mon Dec 05 01:30:32 2005,error,[client 211.62.201.48] Directory index forbidden by rule: /var/www/html/,"['[client', ' <*>', 'directory', 'index', 'forbidden', 'by', 'rule:', '/var/www/html/']",E4
1054,Mon Dec 05 03:21:00 2005,notice,jk2_init() Found child 2760 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1055,Mon Dec 05 03:21:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1056,Mon Dec 05 03:21:02 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1057,Mon Dec 05 03:23:21 2005,notice,jk2_init() Found child 2763 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1058,Mon Dec 05 03:23:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1059,Mon Dec 05 03:23:24 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1060,Mon Dec 05 03:23:24 2005,error,[client 218.207.61.7] Directory index forbidden by rule: /var/www/html/,"['[client', ' <*>', 'directory', 'index', 'forbidden', 'by', 'rule:', '/var/www/html/']",E4
1061,Mon Dec 05 03:25:44 2005,notice,jk2_init() Found child 2773 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1062,Mon Dec 05 03:25:46 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1063,Mon Dec 05 03:25:46 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1064,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2813 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1065,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2815 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1066,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2812 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1067,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2811 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1068,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1069,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1070,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1071,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1072,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1073,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1074,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1075,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1076,Mon Dec 05 03:40:46 2005,notice,jk2_init() Found child 2823 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1077,Mon Dec 05 03:40:55 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1078,Mon Dec 05 03:40:55 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1079,Mon Dec 05 03:44:50 2005,notice,jk2_init() Found child 2824 in scoreboard slot 10,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1080,Mon Dec 05 03:44:50 2005,error,[client 168.20.198.21] Directory index forbidden by rule: /var/www/html/,"['[client', ' <*>', 'directory', 'index', 'forbidden', 'by', 'rule:', '/var/www/html/']",E4
1081,Mon Dec 05 03:44:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1082,Mon Dec 05 03:44:50 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1083,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2838 in scoreboard slot 10,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1084,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2836 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1085,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2837 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1086,Mon Dec 05 03:46:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1087,Mon Dec 05 03:47:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1088,Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2840 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1089,Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2841 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1090,Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2842 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1091,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2846 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1092,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2843 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1093,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2844 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1094,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2845 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1095,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1096,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 8,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1097,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1098,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 8,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1099,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1100,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 7,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1101,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1102,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1103,Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2857 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1104,Mon Dec 05 03:50:50 2005,notice,jk2_init() Found child 2854 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1105,Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2855 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1106,Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2856 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1107,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1108,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1109,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1110,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1111,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1112,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1113,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1114,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1115,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2866 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1116,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2867 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1117,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2865 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1118,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2864 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1119,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1120,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1121,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1122,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1123,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1124,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1125,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1126,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1127,Mon Dec 05 04:00:55 2005,notice,jk2_init() Found child 2877 in scoreboard slot 10,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1128,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2883 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1129,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2878 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1130,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2880 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1131,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2879 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1132,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1133,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1134,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1135,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1136,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1137,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1138,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1139,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1140,Mon Dec 05 04:06:19 2005,notice,jk2_init() Found child 3667 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1141,Mon Dec 05 04:06:19 2005,notice,jk2_init() Found child 3669 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1142,Mon Dec 05 04:06:27 2005,notice,jk2_init() Found child 3670 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1143,Mon Dec 05 04:06:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1144,Mon Dec 05 04:06:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1145,Mon Dec 05 04:06:45 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1146,Mon Dec 05 04:06:45 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
1147,Mon Dec 05 04:07:23 2005,notice,jk2_init() Found child 3672 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1148,Mon Dec 05 04:07:37 2005,notice,jk2_init() Found child 3673 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1149,Mon Dec 05 04:07:48 2005,notice,jk2_init() Found child 3675 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1150,Mon Dec 05 04:07:48 2005,notice,jk2_init() Found child 3674 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1151,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3678 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1152,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3681 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1153,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3679 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1154,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3680 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1155,Mon Dec 05 04:08:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1156,Mon Dec 05 04:09:32 2005,notice,jk2_init() Found child 3685 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1157,Mon Dec 05 04:10:47 2005,notice,jk2_init() Found child 3698 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1158,Mon Dec 05 04:10:47 2005,notice,jk2_init() Found child 3690 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1159,Mon Dec 05 04:10:47 2005,notice,jk2_init() Found child 3691 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1160,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3744 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1161,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3747 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1162,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3754 in scoreboard slot 12,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1163,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3755 in scoreboard slot 13,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1164,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3753 in scoreboard slot 10,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1165,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3752 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1166,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3746 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
1167,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
1168,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
