['0', 'workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties', ['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties'], 'E0']
['1886', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '9', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1887', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1888', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1893', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1897', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1899', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1903', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1905', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1910', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1911', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1915', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1917', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1922', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1923', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1926', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1930', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1932', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1937', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1938', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1942', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1944', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1948', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1951', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '7', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1955', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1957', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1961', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1963', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1967', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1969', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1972', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1976', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1978', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1983', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1984', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1987', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1991', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1995', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['1999', 'mod_jk', 'child', 'workerenv', 'in', 'error', 'state', '6', ['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>'], 'E1']
['784', 'jk2_init()', "can't", 'find', 'child', '1566', 'in', 'scoreboard', ['jk2_init()', "can't", 'find', 'child', ' <*>', 'in', 'scoreboard'], 'E2']
['788', 'jk2_init()', "can't", 'find', 'child', '1567', 'in', 'scoreboard', ['jk2_init()', "can't", 'find', 'child', ' <*>', 'in', 'scoreboard'], 'E2']
['1031', 'jk2_init()', "can't", 'find', 'child', '2082', 'in', 'scoreboard', ['jk2_init()', "can't", 'find', 'child', ' <*>', 'in', 'scoreboard'], 'E2']
['1039', 'jk2_init()', "can't", 'find', 'child', '2085', 'in', 'scoreboard', ['jk2_init()', "can't", 'find', 'child', ' <*>', 'in', 'scoreboard'], 'E2']
['1042', 'jk2_init()', "can't", 'find', 'child', '2086', 'in', 'scoreboard', ['jk2_init()', "can't", 'find', 'child', ' <*>', 'in', 'scoreboard'], 'E2']
['1045', 'jk2_init()', "can't", 'find', 'child', '2087', 'in', 'scoreboard', ['jk2_init()', "can't", 'find', 'child', ' <*>', 'in', 'scoreboard'], 'E2']
['1348', 'jk2_init()', "can't", 'find', 'child', '5053', 'in', 'scoreboard', ['jk2_init()', "can't", 'find', 'child', ' <*>', 'in', 'scoreboard'], 'E2']
['1349', 'jk2_init()', "can't", 'find', 'child', '5054', 'in', 'scoreboard', ['jk2_init()', "can't", 'find', 'child', ' <*>', 'in', 'scoreboard'], 'E2']
['1540', 'jk2_init()', "can't", 'find', 'child', '5619', 'in', 'scoreboard', ['jk2_init()', "can't", 'find', 'child', ' <*>', 'in', 'scoreboard'], 'E2']
['1543', 'jk2_init()', "can't", 'find', 'child', '5620', 'in', 'scoreboard', ['jk2_init()', "can't", 'find', 'child', ' <*>', 'in', 'scoreboard'], 'E2']
['1546', 'jk2_init()', "can't", 'find', 'child', '5621', 'in', 'scoreboard', ['jk2_init()', "can't", 'find', 'child', ' <*>', 'in', 'scoreboard'], 'E2']
['1549', 'jk2_init()', "can't", 'find', 'child', '5622', 'in', 'scoreboard', ['jk2_init()', "can't", 'find', 'child', ' <*>', 'in', 'scoreboard'], 'E2']
['2', 'jk2_init()', 'found', 'child', '6725', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['3', 'jk2_init()', 'found', 'child', '6726', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['4', 'jk2_init()', 'found', 'child', '6728', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['11', 'jk2_init()', 'found', 'child', '6736', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['12', 'jk2_init()', 'found', 'child', '6733', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['13', 'jk2_init()', 'found', 'child', '6734', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['17', 'jk2_init()', 'found', 'child', '6738', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['18', 'jk2_init()', 'found', 'child', '6741', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['19', 'jk2_init()', 'found', 'child', '6740', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['20', 'jk2_init()', 'found', 'child', '6737', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['27', 'jk2_init()', 'found', 'child', '6748', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['28', 'jk2_init()', 'found', 'child', '6744', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['29', 'jk2_init()', 'found', 'child', '6745', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['34', 'jk2_init()', 'found', 'child', '6750', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['35', 'jk2_init()', 'found', 'child', '6751', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['36', 'jk2_init()', 'found', 'child', '6752', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['41', 'jk2_init()', 'found', 'child', '6754', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['42', 'jk2_init()', 'found', 'child', '6755', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['43', 'jk2_init()', 'found', 'child', '6756', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['46', 'jk2_init()', 'found', 'child', '6763', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['47', 'jk2_init()', 'found', 'child', '6766', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['48', 'jk2_init()', 'found', 'child', '6767', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['49', 'jk2_init()', 'found', 'child', '6765', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['58', 'jk2_init()', 'found', 'child', '6768', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['61', 'jk2_init()', 'found', 'child', '8527', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['62', 'jk2_init()', 'found', 'child', '8533', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['67', 'jk2_init()', 'found', 'child', '8536', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['68', 'jk2_init()', 'found', 'child', '8539', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['73', 'jk2_init()', 'found', 'child', '8541', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['76', 'jk2_init()', 'found', 'child', '8547', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['79', 'jk2_init()', 'found', 'child', '8554', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['80', 'jk2_init()', 'found', 'child', '8553', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['85', 'jk2_init()', 'found', 'child', '8560', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['88', 'jk2_init()', 'found', 'child', '8565', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['89', 'jk2_init()', 'found', 'child', '8573', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['94', 'jk2_init()', 'found', 'child', '8584', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['95', 'jk2_init()', 'found', 'child', '8587', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['96', 'jk2_init()', 'found', 'child', '8603', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['97', 'jk2_init()', 'found', 'child', '8605', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['98', 'jk2_init()', 'found', 'child', '8764', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['99', 'jk2_init()', 'found', 'child', '8765', 'in', 'scoreboard', 'slot', '11', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['100', 'jk2_init()', 'found', 'child', '8763', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['101', 'jk2_init()', 'found', 'child', '8744', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['102', 'jk2_init()', 'found', 'child', '8743', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['103', 'jk2_init()', 'found', 'child', '8738', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['104', 'jk2_init()', 'found', 'child', '8766', 'in', 'scoreboard', 'slot', '12', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['119', 'jk2_init()', 'found', 'child', '25792', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['122', 'jk2_init()', 'found', 'child', '25798', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['123', 'jk2_init()', 'found', 'child', '25803', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['128', 'jk2_init()', 'found', 'child', '25805', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['132', 'jk2_init()', 'found', 'child', '1000', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['135', 'jk2_init()', 'found', 'child', '32347', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['136', 'jk2_init()', 'found', 'child', '32348', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['140', 'jk2_init()', 'found', 'child', '32352', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['141', 'jk2_init()', 'found', 'child', '32353', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['142', 'jk2_init()', 'found', 'child', '32354', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['145', 'jk2_init()', 'found', 'child', '32359', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['146', 'jk2_init()', 'found', 'child', '32360', 'in', 'scoreboard', 'slot', '11', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['147', 'jk2_init()', 'found', 'child', '32358', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['148', 'jk2_init()', 'found', 'child', '32355', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['157', 'jk2_init()', 'found', 'child', '32388', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['158', 'jk2_init()', 'found', 'child', '32387', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['159', 'jk2_init()', 'found', 'child', '32386', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['164', 'jk2_init()', 'found', 'child', '32389', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['165', 'jk2_init()', 'found', 'child', '32391', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['166', 'jk2_init()', 'found', 'child', '32390', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['167', 'jk2_init()', 'found', 'child', '32392', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['176', 'jk2_init()', 'found', 'child', '32410', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['177', 'jk2_init()', 'found', 'child', '32411', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['178', 'jk2_init()', 'found', 'child', '32423', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['179', 'jk2_init()', 'found', 'child', '32422', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['180', 'jk2_init()', 'found', 'child', '32419', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['181', 'jk2_init()', 'found', 'child', '32421', 'in', 'scoreboard', 'slot', '11', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['182', 'jk2_init()', 'found', 'child', '32420', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['183', 'jk2_init()', 'found', 'child', '32424', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['194', 'jk2_init()', 'found', 'child', '32425', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['197', 'jk2_init()', 'found', 'child', '32432', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['198', 'jk2_init()', 'found', 'child', '32434', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['199', 'jk2_init()', 'found', 'child', '32433', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['204', 'jk2_init()', 'found', 'child', '32435', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['209', 'jk2_init()', 'found', 'child', '32436', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['210', 'jk2_init()', 'found', 'child', '32437', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['214', 'jk2_init()', 'found', 'child', '32438', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['217', 'jk2_init()', 'found', 'child', '32440', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['218', 'jk2_init()', 'found', 'child', '32439', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['219', 'jk2_init()', 'found', 'child', '32441', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['224', 'jk2_init()', 'found', 'child', '32442', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['225', 'jk2_init()', 'found', 'child', '32443', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['226', 'jk2_init()', 'found', 'child', '32444', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['231', 'jk2_init()', 'found', 'child', '32445', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['234', 'jk2_init()', 'found', 'child', '32447', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['235', 'jk2_init()', 'found', 'child', '32446', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['236', 'jk2_init()', 'found', 'child', '32448', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['241', 'jk2_init()', 'found', 'child', '32449', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['243', 'jk2_init()', 'found', 'child', '32450', 'in', 'scoreboard', 'slot', '10', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['245', 'jk2_init()', 'found', 'child', '32452', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['246', 'jk2_init()', 'found', 'child', '32451', 'in', 'scoreboard', 'slot', '6', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['251', 'jk2_init()', 'found', 'child', '32454', 'in', 'scoreboard', 'slot', '7', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['252', 'jk2_init()', 'found', 'child', '32453', 'in', 'scoreboard', 'slot', '8', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
['253', 'jk2_init()', 'found', 'child', '32455', 'in', 'scoreboard', 'slot', '9', ['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>'], 'E3']
